Time,Call Sign,Nearby Aircraft,Distance (nm),Bearing (degrees),ATC Instructions
21:10:30,UAE201,"Qantas310, AFR862, Lufthansa122",5,263,Maintain separation
21:11:00,UAE201,"AAL870, Qantas744, BAW270",11,58,Climb to avoid traffic
21:11:30,UAE201,"DAL905, Qantas486, BAW645",12,99,Turn left for traffic avoidance
21:12:00,UAE201,"AFR857, SWA163, JBU817",10,360,Descend to avoid traffic
21:12:30,UAE201,"DAL287, Emirates191, Qantas172",12,194,Turn left for traffic avoidance
21:13:00,UAE201,"BAW367, DAL467, AAL177",2,347,Climb to avoid traffic
21:13:30,UAE201,"UAL367, SWA422, AAL214",7,356,Turn left for traffic avoidance
21:14:00,UAE201,"Lufthansa354, BAW129, Qantas581",5,346,Increase speed to avoid traffic conflict
21:14:30,UAE201,"AAL733, AFR999, UAL758",1,310,Increase speed to avoid traffic conflict
21:15:00,UAE201,"AAL502, Lufthansa291, KLM446",1,20,Descend to avoid traffic
21:15:30,UAE201,"AFR275, DAL916, AAL995",6,202,Maintain separation
21:16:00,UAE201,"UAL351, AFR998, AAL623",2,273,Turn left for traffic avoidance
21:16:30,UAE201,"AFR668, Emirates498, DAL835",11,354,Increase speed to avoid traffic conflict
21:17:00,UAE201,"Qantas831, Lufthansa835, JBU853",7,312,Turn left for traffic avoidance
21:17:30,UAE201,"DAL122, Lufthansa472, SWA364",2,93,Maintain separation
21:18:00,UAE201,"DAL904, AAL576, JBU321",14,311,Maintain separation
21:18:30,UAE201,"AAL179, UAL385, Qantas723",2,300,Increase speed to avoid traffic conflict
21:19:00,UAE201,"DAL468, UAL832, Qantas336",11,289,Increase speed to avoid traffic conflict
21:19:30,UAE201,"KLM977, AFR310, Qantas343",1,252,Descend to avoid traffic
21:20:00,UAE201,"SWA467, AAL786, KLM752",14,301,Maintain separation
21:20:30,UAE201,"SWA254, UAL747, Emirates533",12,308,Descend to avoid traffic
21:21:00,UAE201,"BAW217, JBU747, KLM451",5,211,Increase speed to avoid traffic conflict
21:21:30,UAE201,"JBU863, AAL817, Emirates778",13,0,Climb to avoid traffic
21:22:00,UAE201,"SWA835, Lufthansa345, KLM359",2,128,Increase speed to avoid traffic conflict
21:22:30,UAE201,"UAL644, Emirates164, Qantas510",14,317,Turn left for traffic avoidance
21:23:00,UAE201,"Lufthansa431, UAL650, AAL514",4,43,Descend to avoid traffic
21:23:30,UAE201,"JBU989, Emirates481, SWA859",14,322,Climb to avoid traffic
21:24:00,UAE201,"SWA277, BAW658, AAL326",11,119,Turn left for traffic avoidance
21:24:30,UAE201,"Qantas642, AAL448, Emirates880",14,302,Climb to avoid traffic
21:25:00,UAE201,"AAL676, KLM901, BAW521",5,105,Descend to avoid traffic
21:25:30,UAE201,"Emirates810, KLM240, JBU406",2,319,Turn left for traffic avoidance
21:26:00,UAE201,"AAL244, Emirates836, BAW588",8,229,Descend to avoid traffic
21:26:30,UAE201,"Lufthansa618, AAL901, UAL270",8,132,Maintain separation
21:27:00,UAE201,"DAL559, AFR633, Emirates872",4,168,Maintain separation
21:27:30,UAE201,"Qantas642, Emirates828, AFR141",8,346,Climb to avoid traffic
21:28:00,UAE201,"DAL194, JBU261, AFR549",9,44,Turn left for traffic avoidance
21:28:30,UAE201,"Lufthansa351, AFR847, BAW455",10,154,Maintain separation
21:29:00,UAE201,"Emirates631, UAL178, Lufthansa928",3,58,Increase speed to avoid traffic conflict
21:29:30,UAE201,"DAL684, Qantas885, SWA195",8,256,Turn left for traffic avoidance
21:30:00,UAE201,"Emirates555, KLM753, AFR879",11,280,Descend to avoid traffic
21:30:30,UAE201,"KLM598, AFR856, Qantas470",5,243,Climb to avoid traffic
21:31:00,UAE201,"JBU884, Emirates840, BAW218",6,242,Increase speed to avoid traffic conflict
21:31:30,UAE201,"Emirates947, AAL544, UAL956",15,168,Climb to avoid traffic
21:32:00,UAE201,"KLM435, JBU799, AAL280",4,117,Increase speed to avoid traffic conflict
21:32:30,UAE201,"Qantas848, BAW826, UAL956",2,156,Increase speed to avoid traffic conflict
21:33:00,UAE201,"UAL346, Qantas841, BAW474",3,281,Turn left for traffic avoidance
21:33:30,UAE201,"JBU648, KLM924, AAL275",13,64,Turn left for traffic avoidance
21:34:00,UAE201,"SWA449, KLM858, DAL436",2,135,Climb to avoid traffic
21:34:30,UAE201,"KLM319, UAL745, DAL956",4,144,Climb to avoid traffic
21:35:00,UAE201,"Emirates930, JBU514, AAL677",12,199,Maintain separation
21:35:30,UAE201,"Lufthansa845, JBU840, BAW917",11,123,Climb to avoid traffic
21:36:00,UAE201,"BAW312, Qantas920, JBU520",7,281,Maintain separation
21:36:30,UAE201,"AAL520, BAW489, Qantas296",14,29,Increase speed to avoid traffic conflict
21:37:00,UAE201,"UAL782, AAL962, SWA304",15,259,Descend to avoid traffic
21:37:30,UAE201,"BAW202, AAL160, KLM483",7,297,Descend to avoid traffic
21:38:00,UAE201,"KLM470, Emirates265, AAL161",6,353,Maintain separation
21:38:30,UAE201,"UAL519, AFR174, AAL117",4,314,Increase speed to avoid traffic conflict
21:39:00,UAE201,"Emirates604, DAL819, UAL213",4,61,Increase speed to avoid traffic conflict
21:39:30,UAE201,"Emirates939, JBU159, AFR685",5,87,Climb to avoid traffic
21:40:00,UAE201,"JBU282, UAL776, Emirates106",8,245,Increase speed to avoid traffic conflict
21:40:30,UAE201,"SWA915, JBU981, KLM888",2,337,Increase speed to avoid traffic conflict
21:41:00,UAE201,"KLM221, UAL486, DAL981",2,266,Climb to avoid traffic
21:41:30,UAE201,"UAL839, SWA250, Qantas622",3,267,Descend to avoid traffic
21:42:00,UAE201,"BAW530, JBU778, AFR222",11,128,Climb to avoid traffic
21:42:30,UAE201,"Emirates366, AFR135, Lufthansa455",7,214,Increase speed to avoid traffic conflict
21:43:00,UAE201,"BAW759, AFR142, JBU338",6,46,Climb to avoid traffic
21:43:30,UAE201,"JBU428, Qantas443, BAW861",9,108,Turn left for traffic avoidance
21:44:00,UAE201,"UAL327, Lufthansa906, AFR705",15,266,Descend to avoid traffic
21:44:30,UAE201,"DAL467, JBU191, AAL555",9,177,Descend to avoid traffic
21:45:00,UAE201,"AFR297, AAL155, DAL991",12,232,Maintain separation
21:45:30,UAE201,"KLM946, Emirates462, Qantas608",5,355,Increase speed to avoid traffic conflict
21:46:00,UAE201,"SWA234, Lufthansa271, UAL938",9,5,Increase speed to avoid traffic conflict
21:46:30,UAE201,"DAL207, JBU332, BAW810",6,66,Climb to avoid traffic
21:47:00,UAE201,"KLM880, SWA588, AAL672",12,188,Maintain separation
21:47:30,UAE201,"SWA729, KLM378, Lufthansa230",13,273,Descend to avoid traffic
21:48:00,UAE201,"KLM419, Lufthansa643, JBU418",15,286,Descend to avoid traffic
21:48:30,UAE201,"BAW695, Lufthansa202, DAL100",14,27,Turn left for traffic avoidance
21:49:00,UAE201,"Emirates839, UAL719, Qantas876",11,207,Increase speed to avoid traffic conflict
21:49:30,UAE201,"BAW745, AFR296, JBU973",10,53,Climb to avoid traffic
21:50:00,UAE201,"SWA540, DAL136, BAW262",15,243,Turn left for traffic avoidance
21:50:30,UAE201,"Lufthansa134, Qantas242, DAL310",4,122,Climb to avoid traffic
21:51:00,UAE201,"AAL526, JBU660, SWA501",7,80,Climb to avoid traffic
21:51:30,UAE201,"UAL888, JBU746, Emirates408",15,309,Descend to avoid traffic
21:52:00,UAE201,"JBU105, AAL296, BAW631",12,263,Turn left for traffic avoidance
21:52:30,UAE201,"AFR538, AAL740, SWA274",6,114,Climb to avoid traffic
21:53:00,UAE201,"KLM213, SWA589, BAW532",3,66,Maintain separation
21:53:30,UAE201,"UAL734, Qantas369, Lufthansa308",6,234,Climb to avoid traffic
21:54:00,UAE201,"AAL639, UAL391, DAL685",9,315,Climb to avoid traffic
21:54:30,UAE201,"Lufthansa153, BAW430, Qantas244",13,304,Climb to avoid traffic
21:55:00,UAE201,"AAL778, JBU436, Emirates318",14,352,Increase speed to avoid traffic conflict
21:55:30,UAE201,"Emirates396, SWA528, AAL596",12,170,Increase speed to avoid traffic conflict
21:56:00,UAE201,"DAL395, BAW627, SWA146",13,118,Increase speed to avoid traffic conflict
21:56:30,UAE201,"KLM386, AAL728, SWA523",9,40,Turn left for traffic avoidance
21:57:00,UAE201,"DAL604, Lufthansa674, JBU867",13,310,Descend to avoid traffic
21:57:30,UAE201,"Lufthansa365, AFR986, DAL447",2,181,Climb to avoid traffic
21:58:00,UAE201,"DAL563, AAL112, JBU915",5,312,Maintain separation
21:58:30,UAE201,"SWA904, Lufthansa327, AFR784",14,7,Maintain separation
21:59:00,UAE201,"JBU522, DAL638, Emirates565",8,83,Descend to avoid traffic
21:59:30,UAE201,"Emirates651, KLM908, Lufthansa668",1,121,Turn left for traffic avoidance
22:00:00,UAE201,"Qantas818, UAL133, SWA328",14,322,Turn left for traffic avoidance
22:00:30,UAE201,"Qantas209, AAL248, KLM587",10,251,Maintain separation
22:01:00,UAE201,"Qantas171, AFR413, Emirates512",7,67,Increase speed to avoid traffic conflict
22:01:30,UAE201,"AFR232, DAL977, KLM950",6,89,Turn left for traffic avoidance
22:02:00,UAE201,"KLM321, BAW610, Qantas444",15,105,Turn left for traffic avoidance
22:02:30,UAE201,"AFR259, DAL621, SWA744",11,248,Climb to avoid traffic
22:03:00,UAE201,"Lufthansa374, DAL854, Qantas460",3,49,Maintain separation
22:03:30,UAE201,"JBU593, Emirates271, Lufthansa151",11,226,Increase speed to avoid traffic conflict
22:04:00,UAE201,"AFR648, KLM323, AAL464",10,300,Turn left for traffic avoidance
22:04:30,UAE201,"Qantas682, BAW219, AFR833",9,298,Descend to avoid traffic
22:05:00,UAE201,"AAL817, BAW491, JBU267",8,167,Increase speed to avoid traffic conflict
22:05:30,UAE201,"KLM940, AFR930, BAW773",3,47,Turn left for traffic avoidance
22:06:00,UAE201,"KLM346, AAL311, SWA735",12,200,Maintain separation
22:06:30,UAE201,"Qantas651, Lufthansa474, JBU953",9,37,Maintain separation
22:07:00,UAE201,"SWA385, Lufthansa861, BAW572",15,56,Increase speed to avoid traffic conflict
22:07:30,UAE201,"KLM671, AFR589, AAL503",4,301,Increase speed to avoid traffic conflict
22:08:00,UAE201,"Qantas178, Emirates794, UAL465",11,105,Increase speed to avoid traffic conflict
22:08:30,UAE201,"KLM580, Lufthansa569, Qantas351",8,208,Increase speed to avoid traffic conflict
22:09:00,UAE201,"UAL151, AFR437, Qantas841",8,260,Descend to avoid traffic
22:09:30,UAE201,"AAL428, UAL564, Lufthansa307",15,206,Climb to avoid traffic
22:10:00,UAE201,"BAW325, UAL986, JBU130",12,233,Descend to avoid traffic
22:10:30,UAE201,"SWA496, Lufthansa188, UAL195",1,284,Increase speed to avoid traffic conflict
22:11:00,UAE201,"UAL535, SWA627, JBU998",15,7,Descend to avoid traffic
22:11:30,UAE201,"Lufthansa715, BAW902, JBU599",4,262,Turn left for traffic avoidance
22:12:00,UAE201,"Emirates567, KLM243, Lufthansa648",8,55,Climb to avoid traffic
22:12:30,UAE201,"Emirates523, BAW117, AFR602",4,54,Climb to avoid traffic
22:13:00,UAE201,"AFR782, AAL554, Qantas390",12,80,Climb to avoid traffic
22:13:30,UAE201,"SWA367, DAL832, Qantas605",3,20,Maintain separation
22:14:00,UAE201,"AFR962, Qantas794, UAL835",14,142,Climb to avoid traffic
22:14:30,UAE201,"Qantas589, AFR746, DAL554",15,129,Maintain separation
22:15:00,UAE201,"UAL805, AFR664, AAL713",14,345,Descend to avoid traffic
22:15:30,UAE201,"DAL279, SWA430, KLM943",12,332,Descend to avoid traffic
22:16:00,UAE201,"UAL350, AAL435, Lufthansa635",7,333,Turn left for traffic avoidance
22:16:30,UAE201,"Qantas927, Emirates428, BAW714",11,61,Increase speed to avoid traffic conflict
22:17:00,UAE201,"DAL973, Emirates107, Qantas347",12,248,Descend to avoid traffic
22:17:30,UAE201,"SWA132, BAW871, JBU572",14,45,Maintain separation
22:18:00,UAE201,"KLM599, BAW592, AAL675",9,285,Climb to avoid traffic
22:18:30,UAE201,"AAL901, KLM550, DAL973",9,7,Maintain separation
22:19:00,UAE201,"Lufthansa218, SWA986, AAL969",1,356,Maintain separation
22:19:30,UAE201,"BAW182, AAL389, Qantas155",12,345,Descend to avoid traffic
22:20:00,UAE201,"Qantas806, JBU473, AFR203",9,213,Turn left for traffic avoidance
22:20:30,UAE201,"Lufthansa327, JBU260, BAW261",10,38,Descend to avoid traffic
22:21:00,UAE201,"AAL471, JBU847, Qantas409",4,168,Increase speed to avoid traffic conflict
22:21:30,UAE201,"DAL489, KLM884, Emirates464",12,197,Turn left for traffic avoidance
22:22:00,UAE201,"Lufthansa966, UAL203, BAW522",8,310,Climb to avoid traffic
22:22:30,UAE201,"UAL942, JBU253, DAL235",7,115,Descend to avoid traffic
22:23:00,UAE201,"BAW102, SWA568, AFR215",11,273,Descend to avoid traffic
22:23:30,UAE201,"AFR885, KLM195, Lufthansa865",1,252,Increase speed to avoid traffic conflict
22:24:00,UAE201,"UAL998, KLM882, Qantas280",3,201,Turn left for traffic avoidance
22:24:30,UAE201,"JBU960, DAL371, SWA533",14,68,Climb to avoid traffic
22:25:00,UAE201,"AFR371, Qantas328, KLM602",1,173,Increase speed to avoid traffic conflict
22:25:30,UAE201,"Lufthansa685, Qantas724, JBU494",15,244,Climb to avoid traffic
22:26:00,UAE201,"BAW827, AFR782, Lufthansa975",11,134,Increase speed to avoid traffic conflict
22:26:30,UAE201,"Lufthansa522, SWA469, UAL244",2,7,Turn left for traffic avoidance
22:27:00,UAE201,"Qantas913, SWA873, UAL694",8,63,Descend to avoid traffic
22:27:30,UAE201,"KLM800, SWA867, JBU279",8,97,Turn left for traffic avoidance
22:28:00,UAE201,"SWA702, AFR493, Lufthansa350",11,96,Maintain separation
22:28:30,UAE201,"Lufthansa196, AFR524, BAW530",10,162,Maintain separation
22:29:00,UAE201,"AAL615, DAL667, Emirates932",7,61,Climb to avoid traffic
22:29:30,UAE201,"Lufthansa997, JBU171, AAL297",14,322,Increase speed to avoid traffic conflict
22:30:00,UAE201,"AAL912, KLM911, Emirates946",13,223,Climb to avoid traffic
22:30:30,UAE201,"SWA310, Emirates519, KLM686",11,358,Increase speed to avoid traffic conflict
22:31:00,UAE201,"KLM718, AAL950, UAL159",5,169,Increase speed to avoid traffic conflict
22:31:30,UAE201,"KLM442, DAL522, JBU120",6,282,Maintain separation
22:32:00,UAE201,"KLM552, Lufthansa168, SWA535",7,150,Increase speed to avoid traffic conflict
22:32:30,UAE201,"AFR779, Qantas930, UAL431",7,181,Increase speed to avoid traffic conflict
22:33:00,UAE201,"KLM135, AAL469, SWA223",5,164,Increase speed to avoid traffic conflict
22:33:30,UAE201,"JBU327, BAW338, DAL940",7,309,Maintain separation
22:34:00,UAE201,"KLM299, Qantas299, Lufthansa815",15,31,Maintain separation
22:34:30,UAE201,"Lufthansa962, Emirates773, KLM319",3,164,Turn left for traffic avoidance
22:35:00,UAE201,"DAL582, JBU171, AAL288",11,351,Turn left for traffic avoidance
22:35:30,UAE201,"JBU853, KLM469, Lufthansa987",15,272,Descend to avoid traffic
22:36:00,UAE201,"AFR967, Qantas354, UAL568",11,15,Descend to avoid traffic
22:36:30,UAE201,"Qantas203, Lufthansa637, UAL795",11,142,Increase speed to avoid traffic conflict
22:37:00,UAE201,"AFR174, Qantas958, KLM422",9,173,Increase speed to avoid traffic conflict
22:37:30,UAE201,"AAL973, Lufthansa118, BAW820",15,53,Climb to avoid traffic
22:38:00,UAE201,"AAL834, UAL307, Lufthansa150",4,154,Increase speed to avoid traffic conflict
22:38:30,UAE201,"KLM470, BAW975, DAL303",4,15,Climb to avoid traffic
22:39:00,UAE201,"KLM821, UAL320, Emirates376",4,185,Increase speed to avoid traffic conflict
22:39:30,UAE201,"Qantas757, UAL873, JBU540",10,68,Maintain separation
22:40:00,UAE201,"JBU863, DAL438, AFR383",5,146,Turn left for traffic avoidance
22:40:30,UAE201,"BAW666, Lufthansa576, UAL621",3,71,Descend to avoid traffic
22:41:00,UAE201,"Qantas346, AFR479, Emirates706",11,262,Descend to avoid traffic
22:41:30,UAE201,"AAL393, Lufthansa632, AFR168",14,245,Turn left for traffic avoidance
22:42:00,UAE201,"Emirates560, AFR901, KLM421",12,183,Climb to avoid traffic
22:42:30,UAE201,"KLM689, Qantas216, JBU422",15,91,Descend to avoid traffic
22:43:00,UAE201,"Qantas919, AAL104, UAL940",7,24,Descend to avoid traffic
22:43:30,UAE201,"Qantas736, AFR107, KLM118",7,237,Descend to avoid traffic
22:44:00,UAE201,"UAL568, Qantas171, AAL312",12,185,Turn left for traffic avoidance
22:44:30,UAE201,"DAL686, KLM686, Emirates630",5,175,Turn left for traffic avoidance
22:45:00,UAE201,"Emirates487, AFR194, SWA464",5,88,Descend to avoid traffic
22:45:30,UAE201,"KLM246, SWA536, UAL119",9,278,Maintain separation
22:46:00,UAE201,"BAW253, DAL136, AFR775",4,308,Increase speed to avoid traffic conflict
22:46:30,UAE201,"Qantas281, Lufthansa115, KLM247",15,155,Turn left for traffic avoidance
22:47:00,UAE201,"Emirates472, AFR733, UAL982",9,17,Descend to avoid traffic
22:47:30,UAE201,"SWA562, Qantas641, AFR325",13,135,Maintain separation
22:48:00,UAE201,"Emirates329, Lufthansa141, SWA700",1,90,Turn left for traffic avoidance
22:48:30,UAE201,"UAL460, JBU983, Qantas612",8,258,Turn left for traffic avoidance
22:49:00,UAE201,"JBU980, BAW661, Qantas994",11,48,Increase speed to avoid traffic conflict
22:49:30,UAE201,"Lufthansa182, Qantas624, AAL419",4,98,Increase speed to avoid traffic conflict
22:50:00,UAE201,"AAL104, DAL356, Emirates885",1,103,Climb to avoid traffic
22:50:30,UAE201,"AFR660, Lufthansa140, KLM612",8,353,Turn left for traffic avoidance
22:51:00,UAE201,"SWA782, Emirates120, BAW488",3,286,Maintain separation
22:51:30,UAE201,"Lufthansa553, SWA437, BAW685",9,53,Descend to avoid traffic
22:52:00,UAE201,"KLM895, Qantas131, AAL898",1,204,Descend to avoid traffic
22:52:30,UAE201,"SWA178, AAL672, KLM999",1,201,Maintain separation
22:53:00,UAE201,"JBU111, AAL926, Qantas224",9,58,Descend to avoid traffic
22:53:30,UAE201,"AFR350, Lufthansa176, Qantas462",10,84,Descend to avoid traffic
22:54:00,UAE201,"SWA989, Emirates704, KLM860",2,193,Maintain separation
22:54:30,UAE201,"SWA694, BAW802, JBU109",5,102,Descend to avoid traffic
22:55:00,UAE201,"UAL974, AFR341, SWA750",13,178,Turn left for traffic avoidance
22:55:30,UAE201,"BAW839, DAL919, SWA679",11,153,Maintain separation
22:56:00,UAE201,"Emirates567, UAL341, DAL374",1,184,Turn left for traffic avoidance
22:56:30,UAE201,"JBU348, SWA549, Emirates985",10,67,Turn left for traffic avoidance
22:57:00,UAE201,"Emirates556, JBU478, DAL367",15,72,Climb to avoid traffic
22:57:30,UAE201,"AAL486, KLM399, UAL226",1,331,Turn left for traffic avoidance
22:58:00,UAE201,"SWA973, Qantas584, AFR478",8,253,Increase speed to avoid traffic conflict
22:58:30,UAE201,"SWA773, BAW816, Qantas320",15,267,Turn left for traffic avoidance
22:59:00,UAE201,"BAW723, DAL450, JBU702",6,316,Descend to avoid traffic
22:59:30,UAE201,"BAW835, Lufthansa959, UAL978",12,240,Climb to avoid traffic
23:00:00,UAE201,"Lufthansa168, UAL916, JBU338",7,319,Maintain separation
23:00:30,UAE201,"JBU613, Lufthansa189, KLM605",10,195,Maintain separation
23:01:00,UAE201,"Lufthansa297, DAL876, Qantas414",3,209,Turn left for traffic avoidance
23:01:30,UAE201,"Lufthansa313, AFR171, SWA227",11,318,Maintain separation
23:02:00,UAE201,"AFR983, Qantas169, UAL585",13,325,Increase speed to avoid traffic conflict
23:02:30,UAE201,"JBU979, Qantas422, Emirates939",10,157,Increase speed to avoid traffic conflict
23:03:00,UAE201,"SWA221, DAL748, Lufthansa413",1,171,Turn left for traffic avoidance
23:03:30,UAE201,"KLM665, Qantas295, UAL461",3,7,Maintain separation
23:04:00,UAE201,"BAW298, DAL700, SWA928",14,86,Maintain separation
23:04:30,UAE201,"BAW755, KLM357, JBU853",9,103,Descend to avoid traffic
23:05:00,UAE201,"Qantas115, JBU576, AFR134",3,121,Increase speed to avoid traffic conflict
23:05:30,UAE201,"SWA179, KLM842, Lufthansa868",15,235,Increase speed to avoid traffic conflict
23:06:00,UAE201,"KLM218, Lufthansa882, BAW618",11,352,Descend to avoid traffic
23:06:30,UAE201,"AAL688, KLM218, DAL696",14,143,Maintain separation
23:07:00,UAE201,"UAL514, Lufthansa730, DAL407",12,348,Turn left for traffic avoidance
23:07:30,UAE201,"SWA798, BAW952, Lufthansa288",14,299,Maintain separation
23:08:00,UAE201,"AFR119, KLM579, BAW526",4,221,Turn left for traffic avoidance
23:08:30,UAE201,"SWA481, Qantas632, BAW318",3,233,Turn left for traffic avoidance
23:09:00,UAE201,"DAL508, SWA710, Emirates887",3,38,Climb to avoid traffic
23:09:30,UAE201,"SWA924, BAW152, Lufthansa681",3,88,Descend to avoid traffic
23:10:00,UAE201,"DAL796, JBU308, Emirates305",12,156,Increase speed to avoid traffic conflict
23:10:30,UAE201,"AFR754, KLM126, DAL642",5,285,Climb to avoid traffic
23:11:00,UAE201,"UAL148, SWA403, KLM462",6,319,Increase speed to avoid traffic conflict
23:11:30,UAE201,"Lufthansa859, JBU918, Emirates627",4,234,Turn left for traffic avoidance
23:12:00,UAE201,"UAL325, BAW136, AAL962",5,306,Maintain separation
23:12:30,UAE201,"Lufthansa904, DAL696, AFR912",4,94,Maintain separation
23:13:00,UAE201,"Qantas683, JBU787, SWA273",9,333,Climb to avoid traffic
23:13:30,UAE201,"UAL187, AFR471, DAL151",1,40,Descend to avoid traffic
23:14:00,UAE201,"Emirates265, KLM353, UAL679",9,271,Maintain separation
23:14:30,UAE201,"UAL167, Qantas274, BAW197",11,251,Turn left for traffic avoidance
23:15:00,UAE201,"DAL990, BAW526, Qantas125",3,114,Maintain separation
23:15:30,UAE201,"Qantas253, SWA293, JBU261",9,108,Maintain separation
