Time (UTC),Flight Number,Call Sign,Aircraft Type,Communication Type,Communication Content,Altitude (ft),Speed (knots),Heading (degrees),"Position (Latitude°, Longitude°)",Weather Update,NOTAMs,Navigational Information,Flight Manual Reference,Summary
13:18:00,FDB154,FDB154,Airbus A320,Weather Update,Thunderstorms reported along your route near waypoint PASOV.,0,70,13,"25.2532° N, 55.3657° E",Thunderstorms reported along your route near waypoint PASOV.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:18:30,FDB118,FDB118,Airbus A380,Pilot Acknowledgment,"Maintaining present speed, FDB118.",41000,464,41,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
13:19:00,UAE142,UAE142,Boeing 787,ATC Instruction,Climb and maintain 25000 feet.,25000,278,130,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
13:19:30,UAE185,UAE185,Boeing 737 MAX,Weather Update,Visibility reduced to 2 kilometers due to sandstorm at destination.,3000,166,97,"24.9180° N, 55.0728° E",Visibility reduced to 2 kilometers due to sandstorm at destination.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:20:00,UAE140,UAE140,Airbus A380,Weather Update,Visibility reduced to 2 kilometers due to sandstorm at destination.,25000,136,288,"24.9180° N, 55.0728° E",Visibility reduced to 2 kilometers due to sandstorm at destination.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:20:30,ETD137,ETD137,Airbus A320,ATC Instruction,Proceed direct to waypoint DESDI.,20000,89,199,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
13:21:00,ETD179,ETD179,Boeing 787,ATC Instruction,Proceed direct to waypoint DESDI.,5000,167,174,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
13:21:30,UAE184,UAE184,Airbus A380,Weather Update,Thunderstorms reported along your route near waypoint PASOV.,5000,373,108,"24.9180° N, 55.0728° E",Thunderstorms reported along your route near waypoint PASOV.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:22:00,ETD143,ETD143,Airbus A320,Pilot Acknowledgment,"Climb and maintain 25000 feet, ETD143.",25000,339,193,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
13:22:30,ABY113,ABY113,Airbus A380,Pilot Report,"Established on localizer, runway in sight.",38000,37,157,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
13:23:00,ABY183,ABY183,Boeing 737 MAX,Pilot Acknowledgment,"Holding at PASOV, ABY183.",0,111,136,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
13:23:30,FDB186,FDB186,Boeing 737 MAX,ATC Instruction,Climb and maintain 10000 feet.,10000,124,348,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
13:24:00,FDB171,FDB171,Boeing 737 MAX,Weather Update,Thunderstorms reported along your route near waypoint PASOV.,5000,90,355,"25.2532° N, 55.3657° E",Thunderstorms reported along your route near waypoint PASOV.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:24:30,FDB110,FDB110,Boeing 787,Pilot Report,"Passing FL150, climbing to FL380.",15000,337,203,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
13:25:00,ETD193,ETD193,Boeing 777,Weather Update,Wind shear reported on final approach runway 30L.,3000,359,268,"24.9180° N, 55.0728° E",Wind shear reported on final approach runway 30L.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:25:30,FDB199,FDB199,Boeing 777,ATC Instruction,Cleared for takeoff runway 30R.,20000,173,346,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
13:26:00,ETD149,ETD149,Airbus A320,NOTAM Alert,Runway 12R/30L closed from 2200Z to 0400Z.,15000,149,319,"25.3286° N, 55.5171° E",,Runway 12R/30L closed from 2200Z to 0400Z.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
13:26:30,UAE159,UAE159,Boeing 787,ATC Instruction,Expect holding at waypoint PASOV.,15000,13,285,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
13:27:00,ETD196,ETD196,Boeing 777,Weather Update,Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,35000,147,268,"25.3286° N, 55.5171° E",Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:27:30,ABY197,ABY197,Boeing 777,Pilot Report,Engine 2 showing abnormal vibrations.,0,307,359,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
13:28:00,UAE104,UAE104,Airbus A380,Pilot Report,"Holding short of runway 12L, ready for departure.",30000,440,101,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
13:28:30,ABY190,ABY190,Boeing 737 MAX,ATC Instruction,Proceed direct to waypoint DESDI.,5000,209,45,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
13:29:00,ETD123,ETD123,Boeing 777,Weather Update,Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,25000,500,191,"24.9180° N, 55.0728° E",Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:29:30,ABY165,ABY165,Boeing 737 MAX,Weather Update,Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,25000,103,8,"24.9180° N, 55.0728° E",Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:30:00,ETD119,ETD119,Boeing 737 MAX,Pilot Report,"Passing FL380, climbing to FL380.",38000,246,175,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
13:30:30,UAE152,UAE152,Boeing 737 MAX,Pilot Report,"Runway vacated, taxiing to gate.",30000,139,212,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
13:31:00,ETD120,ETD120,Airbus A320,NOTAM Alert,Runway 12R/30L closed from 2200Z to 0400Z.,20000,143,101,"26.0765° N, 56.2406° E",,Runway 12R/30L closed from 2200Z to 0400Z.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
13:31:30,ABY108,ABY108,Boeing 737 MAX,ATC Instruction,Proceed direct to waypoint DESDI.,30000,454,254,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
13:32:00,UAE193,UAE193,Boeing 777,NOTAM Alert,Runway 12R/30L closed from 2200Z to 0400Z.,0,330,257,"26.0765° N, 56.2406° E",,Runway 12R/30L closed from 2200Z to 0400Z.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
13:32:30,UAE160,UAE160,Boeing 787,Weather Update,Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,35000,86,217,"25.2532° N, 55.3657° E",Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:33:00,UAE184,UAE184,Airbus A320,NOTAM Alert,GPS interference reported near waypoint ORSAR.,25000,332,37,"25.2532° N, 55.3657° E",,GPS interference reported near waypoint ORSAR.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
13:33:30,FDB115,FDB115,Airbus A320,ATC Instruction,Expect holding at waypoint PASOV.,35000,354,321,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
13:34:00,UAE148,UAE148,Boeing 737 MAX,Pilot Acknowledgment,"Holding at PASOV, UAE148.",30000,295,341,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
13:34:30,ETD130,ETD130,Boeing 777,NOTAM Alert,Airspace restriction due to military activity in Al Dhafra region.,38000,164,310,"26.0765° N, 56.2406° E",,Airspace restriction due to military activity in Al Dhafra region.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
13:35:00,UAE166,UAE166,Boeing 777,Pilot Acknowledgment,"Cleared for takeoff runway 30R, UAE166.",20000,500,303,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
13:35:30,FDB168,FDB168,Airbus A320,Pilot Acknowledgment,"Switching to 125.5, FDB168.",35000,23,274,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
13:36:00,FDB120,FDB120,Airbus A320,Pilot Acknowledgment,"Holding at PASOV, FDB120.",5000,66,85,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
13:36:30,FDB137,FDB137,Airbus A380,NOTAM Alert,Navigation aid VOR DUB out of service.,38000,300,266,"25.3286° N, 55.5171° E",,Navigation aid VOR DUB out of service.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
13:37:00,ABY186,ABY186,Boeing 737 MAX,Pilot Report,Engine 2 showing abnormal vibrations.,30000,446,201,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
13:37:30,ETD164,ETD164,Boeing 777,NOTAM Alert,Runway 12R/30L closed from 2200Z to 0400Z.,5000,406,127,"24.4560° N, 54.6374° E",,Runway 12R/30L closed from 2200Z to 0400Z.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
13:38:00,FDB114,FDB114,Boeing 777,Weather Update,Visibility reduced to 2 kilometers due to sandstorm at destination.,15000,142,301,"24.4560° N, 54.6374° E",Visibility reduced to 2 kilometers due to sandstorm at destination.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:38:30,ABY128,ABY128,Airbus A320,Pilot Acknowledgment,"Switching to 125.5, ABY128.",3000,32,88,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
13:39:00,ETD181,ETD181,Boeing 777,ATC Instruction,Proceed direct to waypoint DESDI.,5000,183,156,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
13:39:30,ABY154,ABY154,Airbus A320,NOTAM Alert,GPS interference reported near waypoint ORSAR.,15000,174,269,"26.0765° N, 56.2406° E",,GPS interference reported near waypoint ORSAR.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
13:40:00,ETD135,ETD135,Boeing 737 MAX,Pilot Report,Requesting vectors for weather avoidance.,5000,147,178,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
13:40:30,ABY180,ABY180,Airbus A320,ATC Instruction,Proceed direct to waypoint DESDI.,10000,148,92,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
13:41:00,ABY156,ABY156,Airbus A320,ATC Instruction,Cleared for takeoff runway 30R.,0,126,35,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
13:41:30,ABY102,ABY102,Boeing 787,Pilot Acknowledgment,"Left heading 68, ABY102.",10000,174,68,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
13:42:00,FDB173,FDB173,Boeing 787,NOTAM Alert,Runway 12R/30L closed from 2200Z to 0400Z.,10000,351,310,"24.9180° N, 55.0728° E",,Runway 12R/30L closed from 2200Z to 0400Z.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
13:42:30,ABY185,ABY185,Boeing 787,Weather Update,Visibility reduced to 2 kilometers due to sandstorm at destination.,5000,172,171,"25.3286° N, 55.5171° E",Visibility reduced to 2 kilometers due to sandstorm at destination.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:43:00,ETD173,ETD173,Boeing 787,Pilot Acknowledgment,"Switching to 125.5, ETD173.",15000,407,185,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
13:43:30,UAE160,UAE160,Airbus A320,Pilot Report,"Runway vacated, taxiing to gate.",25000,474,162,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
13:44:00,UAE167,UAE167,Airbus A320,Pilot Acknowledgment,"Descend to 25000 feet, expect ILS 09L, UAE167.",25000,85,350,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
13:44:30,ETD127,ETD127,Boeing 787,NOTAM Alert,Temporary flight restriction active over area OM999.,0,47,314,"25.2532° N, 55.3657° E",,Temporary flight restriction active over area OM999.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
13:45:00,UAE185,UAE185,Boeing 777,Pilot Report,"Holding short of runway 12L, ready for departure.",25000,102,258,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
13:45:30,ABY149,ABY149,Airbus A380,Weather Update,Visibility reduced to 2 kilometers due to sandstorm at destination.,15000,188,183,"25.2532° N, 55.3657° E",Visibility reduced to 2 kilometers due to sandstorm at destination.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:46:00,UAE143,UAE143,Airbus A380,Weather Update,Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,3000,180,257,"26.0765° N, 56.2406° E",Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:46:30,FDB164,FDB164,Airbus A320,Weather Update,Thunderstorms reported along your route near waypoint PASOV.,15000,63,155,"24.9180° N, 55.0728° E",Thunderstorms reported along your route near waypoint PASOV.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:47:00,ETD191,ETD191,Airbus A320,Pilot Report,"Holding short of runway 12L, ready for departure.",3000,495,232,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
13:47:30,UAE145,UAE145,Boeing 787,ATC Instruction,"Turn left heading 341, vectors for traffic.",38000,14,341,"26.0765° N, 56.2406° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
13:48:00,UAE111,UAE111,Boeing 737 MAX,NOTAM Alert,Navigation aid VOR DUB out of service.,41000,344,92,"25.2532° N, 55.3657° E",,Navigation aid VOR DUB out of service.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
13:48:30,UAE170,UAE170,Airbus A380,Pilot Acknowledgment,"Cleared for takeoff runway 30R, UAE170.",41000,420,124,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot acknowledges instruction
13:49:00,ABY186,ABY186,Boeing 777,Pilot Report,"Established on localizer, runway in sight.",35000,373,233,"25.2532° N, 55.3657° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
13:49:30,UAE119,UAE119,Airbus A320,Pilot Report,"Runway vacated, taxiing to gate.",5000,273,77,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
13:50:00,ETD130,ETD130,Airbus A380,Weather Update,Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,38000,114,80,"26.0765° N, 56.2406° E",Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:50:30,FDB163,FDB163,Airbus A380,ATC Instruction,"Descend and maintain 10000 feet, expect ILS approach runway 09L.",10000,423,122,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
13:51:00,ETD188,ETD188,Boeing 777,Pilot Report,Experiencing moderate turbulence at FL100.,10000,98,183,"24.9180° N, 55.0728° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
13:51:30,ABY194,ABY194,Boeing 737 MAX,Weather Update,Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,3000,94,172,"24.4560° N, 54.6374° E",Icing conditions reported between FL180 and FL220 over the Hajar Mountains.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:52:00,FDB159,FDB159,Boeing 777,Weather Update,Thunderstorms reported along your route near waypoint PASOV.,10000,459,14,"24.9180° N, 55.0728° E",Thunderstorms reported along your route near waypoint PASOV.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:52:30,ETD127,ETD127,Boeing 737 MAX,NOTAM Alert,GPS interference reported near waypoint ORSAR.,30000,241,8,"25.3286° N, 55.5171° E",,GPS interference reported near waypoint ORSAR.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
13:53:00,ETD199,ETD199,Boeing 737 MAX,ATC Instruction,Maintain present speed.,25000,162,200,"24.4560° N, 54.6374° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
13:53:30,ETD130,ETD130,Airbus A380,NOTAM Alert,Runway 12R/30L closed from 2200Z to 0400Z.,25000,157,293,"24.9180° N, 55.0728° E",,Runway 12R/30L closed from 2200Z to 0400Z.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
13:54:00,UAE117,UAE117,Airbus A320,NOTAM Alert,Temporary flight restriction active over area OM999.,41000,483,99,"26.0765° N, 56.2406° E",,Temporary flight restriction active over area OM999.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
13:54:30,ETD170,ETD170,Boeing 787,ATC Instruction,Climb and maintain 10000 feet.,10000,468,159,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
13:55:00,ABY138,ABY138,Boeing 787,Weather Update,Thunderstorms reported along your route near waypoint PASOV.,10000,354,326,"24.9180° N, 55.0728° E",Thunderstorms reported along your route near waypoint PASOV.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:55:30,UAE149,UAE149,Airbus A320,ATC Instruction,Climb and maintain 38000 feet.,38000,350,146,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,ATC provides instruction to aircraft
13:56:00,UAE112,UAE112,Boeing 777,Pilot Report,"Holding short of runway 12L, ready for departure.",25000,58,229,"25.3286° N, 55.5171° E",,,"Waypoints: KUSBA, PASOV, DESDI",,Pilot reports flight status
13:56:30,UAE154,UAE154,Boeing 737 MAX,Weather Update,Moderate turbulence reported at FL30.,3000,447,294,"26.0765° N, 56.2406° E",Moderate turbulence reported at FL30.,,"Waypoints: KUSBA, PASOV, DESDI",Refer to AOM Section 5,Weather update relevant to flight operations
13:57:00,UAE124,UAE124,Boeing 777,NOTAM Alert,Temporary flight restriction active over area OM999.,30000,364,345,"26.0765° N, 56.2406° E",,Temporary flight restriction active over area OM999.,"Waypoints: KUSBA, PASOV, DESDI",,NOTAM affecting flight operations
