Time,Call Sign,Original Route,Updated Route,Fuel Burn Impact (kg),ATC Clearance
20:44:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,962,Awaiting clearance
20:45:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,537,Denied clearance
20:45:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,687,Awaiting clearance
20:46:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,551,Requesting clearance
20:46:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,936,Cleared
20:47:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,587,Requesting clearance
20:47:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,325,Requesting clearance
20:48:00,UAE201,"('34.0837° N', '74.7973° E')",No change,336,Cleared
20:48:30,UAE201,"('25.2532° N', '55.3657° E')",No change,979,Denied clearance
20:49:00,UAE201,"('34.0837° N', '74.7973° E')",No change,786,Awaiting clearance
20:49:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,393,Denied clearance
20:50:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,340,Requesting clearance
20:50:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,453,Cleared
20:51:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,940,Requesting clearance
20:51:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,248,Denied clearance
20:52:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,415,Awaiting clearance
20:52:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,428,Awaiting clearance
20:53:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,250,Denied clearance
20:53:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,818,Requesting clearance
20:54:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,980,Cleared
20:54:30,UAE201,"('25.2532° N', '55.3657° E')",No change,212,Requesting clearance
20:55:00,UAE201,"('26.0765° N', '56.2406° E')",No change,950,Requesting clearance
20:55:30,UAE201,"('28.7041° N', '77.1025° E')",No change,375,Cleared
20:56:00,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,666,Awaiting clearance
20:56:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,222,Cleared
20:57:00,UAE201,"('40.6413° N', '-73.7781° W')",No change,224,Awaiting clearance
20:57:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,679,Requesting clearance
20:58:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,484,Awaiting clearance
20:58:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,305,Requesting clearance
20:59:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,404,Cleared
20:59:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,908,Cleared
21:00:00,UAE201,"('25.2532° N', '55.3657° E')",No change,851,Awaiting clearance
21:00:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,512,Denied clearance
21:01:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,422,Cleared
21:01:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,457,Awaiting clearance
21:02:00,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,536,Requesting clearance
21:02:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,289,Awaiting clearance
21:03:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,514,Awaiting clearance
21:03:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,951,Denied clearance
21:04:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,575,Denied clearance
21:04:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,605,Requesting clearance
21:05:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,583,Cleared
21:05:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,677,Cleared
21:06:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,232,Denied clearance
21:06:30,UAE201,"('26.0765° N', '56.2406° E')",No change,613,Denied clearance
21:07:00,UAE201,"('26.0765° N', '56.2406° E')",No change,665,Denied clearance
21:07:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,629,Cleared
21:08:00,UAE201,"('28.7041° N', '77.1025° E')",No change,577,Awaiting clearance
21:08:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,836,Requesting clearance
21:09:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,465,Denied clearance
21:09:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,519,Cleared
21:10:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,413,Awaiting clearance
21:10:30,UAE201,"('34.0837° N', '74.7973° E')",No change,776,Denied clearance
21:11:00,UAE201,"('25.2532° N', '55.3657° E')",No change,503,Awaiting clearance
21:11:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,551,Cleared
21:12:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,933,Cleared
21:12:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,896,Awaiting clearance
21:13:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,235,Awaiting clearance
21:13:30,UAE201,"('25.2532° N', '55.3657° E')",No change,530,Awaiting clearance
21:14:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,553,Requesting clearance
21:14:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,816,Awaiting clearance
21:15:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,275,Cleared
21:15:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,262,Denied clearance
21:16:00,UAE201,"('28.7041° N', '77.1025° E')",No change,655,Awaiting clearance
21:16:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,371,Denied clearance
21:17:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,782,Awaiting clearance
21:17:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,773,Denied clearance
21:18:00,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,614,Cleared
21:18:30,UAE201,"('25.2532° N', '55.3657° E')",No change,595,Denied clearance
21:19:00,UAE201,"('34.0837° N', '74.7973° E')",No change,730,Requesting clearance
21:19:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,828,Awaiting clearance
21:20:00,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,758,Requesting clearance
21:20:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,703,Awaiting clearance
21:21:00,UAE201,"('26.0765° N', '56.2406° E')",No change,483,Denied clearance
21:21:30,UAE201,"('26.0765° N', '56.2406° E')",No change,872,Cleared
21:22:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,613,Requesting clearance
21:22:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,289,Requesting clearance
21:23:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,764,Denied clearance
21:23:30,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,621,Cleared
21:24:00,UAE201,"('40.6413° N', '-73.7781° W')",Rerouting due to technical issues,870,Requesting clearance
21:24:30,UAE201,"('34.0837° N', '74.7973° E')",No change,505,Denied clearance
21:25:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,309,Cleared
21:25:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,583,Requesting clearance
21:26:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,304,Awaiting clearance
21:26:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,810,Requesting clearance
21:27:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,497,Cleared
21:27:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,423,Cleared
21:28:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,301,Denied clearance
21:28:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,472,Denied clearance
21:29:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,222,Denied clearance
21:29:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,359,Awaiting clearance
21:30:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,841,Requesting clearance
21:30:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,222,Awaiting clearance
21:31:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,848,Requesting clearance
21:31:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,427,Denied clearance
21:32:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,622,Denied clearance
21:32:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,849,Denied clearance
21:33:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,830,Requesting clearance
21:33:30,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,495,Cleared
21:34:00,UAE201,"('25.2532° N', '55.3657° E')",No change,738,Cleared
21:34:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,482,Denied clearance
21:35:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,258,Denied clearance
21:35:30,UAE201,"('28.7041° N', '77.1025° E')",No change,509,Requesting clearance
21:36:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,771,Awaiting clearance
21:36:30,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,538,Requesting clearance
21:37:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,622,Awaiting clearance
21:37:30,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,799,Awaiting clearance
21:38:00,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to traffic,985,Denied clearance
21:38:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,462,Denied clearance
21:39:00,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,766,Awaiting clearance
21:39:30,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,214,Cleared
21:40:00,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,624,Requesting clearance
21:40:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,291,Requesting clearance
21:41:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,597,Awaiting clearance
21:41:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,696,Requesting clearance
21:42:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,269,Requesting clearance
21:42:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,356,Denied clearance
21:43:00,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to weather,619,Requesting clearance
21:43:30,UAE201,"('28.7041° N', '77.1025° E')",Route deviation due to weather,596,Awaiting clearance
21:44:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,849,Requesting clearance
21:44:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,443,Cleared
21:45:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,670,Cleared
21:45:30,UAE201,"('28.7041° N', '77.1025° E')",No change,298,Denied clearance
21:46:00,UAE201,"('34.0837° N', '74.7973° E')",No change,309,Cleared
21:46:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,366,Denied clearance
21:47:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,442,Denied clearance
21:47:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,271,Requesting clearance
21:48:00,UAE201,"('40.6413° N', '-73.7781° W')",Alternate route due to airspace closure,335,Cleared
21:48:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,983,Awaiting clearance
21:49:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,310,Awaiting clearance
21:49:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,394,Cleared
21:50:00,UAE201,"('34.0837° N', '74.7973° E')",No change,781,Awaiting clearance
21:50:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,501,Requesting clearance
21:51:00,UAE201,"('34.0837° N', '74.7973° E')",Rerouting due to technical issues,344,Denied clearance
21:51:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,557,Cleared
21:52:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,590,Cleared
21:52:30,UAE201,"('26.0765° N', '56.2406° E')",No change,437,Awaiting clearance
21:53:00,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,355,Denied clearance
21:53:30,UAE201,"('40.6413° N', '-73.7781° W')",Route deviation due to traffic,287,Cleared
21:54:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,986,Denied clearance
21:54:30,UAE201,"('28.7041° N', '77.1025° E')",Rerouting due to technical issues,871,Cleared
21:55:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to traffic,237,Requesting clearance
21:55:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,978,Cleared
21:56:00,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,280,Denied clearance
21:56:30,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,256,Cleared
21:57:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,658,Denied clearance
21:57:30,UAE201,"('26.0765° N', '56.2406° E')",No change,420,Awaiting clearance
21:58:00,UAE201,"('26.0765° N', '56.2406° E')",No change,794,Denied clearance
21:58:30,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,838,Cleared
21:59:00,UAE201,"('25.2532° N', '55.3657° E')",Alternate route due to airspace closure,204,Cleared
21:59:30,UAE201,"('25.2532° N', '55.3657° E')",Rerouting due to technical issues,801,Cleared
22:00:00,UAE201,"('26.0765° N', '56.2406° E')",No change,599,Denied clearance
22:00:30,UAE201,"('28.7041° N', '77.1025° E')",No change,462,Requesting clearance
22:01:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,211,Requesting clearance
22:01:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,825,Requesting clearance
22:02:00,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,247,Cleared
22:02:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to traffic,663,Cleared
22:03:00,UAE201,"('28.7041° N', '77.1025° E')",Alternate route due to airspace closure,828,Awaiting clearance
22:03:30,UAE201,"('34.0837° N', '74.7973° E')",Route deviation due to weather,263,Requesting clearance
22:04:00,UAE201,"('26.0765° N', '56.2406° E')",Alternate route due to airspace closure,833,Denied clearance
22:04:30,UAE201,"('34.0837° N', '74.7973° E')",Alternate route due to airspace closure,480,Requesting clearance
22:05:00,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,675,Denied clearance
22:05:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,469,Awaiting clearance
22:06:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to traffic,343,Cleared
22:06:30,UAE201,"('40.6413° N', '-73.7781° W')",No change,556,Requesting clearance
22:07:00,UAE201,"('26.0765° N', '56.2406° E')",Route deviation due to weather,618,Requesting clearance
22:07:30,UAE201,"('26.0765° N', '56.2406° E')",Rerouting due to technical issues,243,Cleared
22:08:00,UAE201,"('25.2532° N', '55.3657° E')",No change,933,Requesting clearance
22:08:30,UAE201,"('25.2532° N', '55.3657° E')",Route deviation due to weather,787,Cleared
