Time,Call Sign,Communication Type,Message Content,Altitude (ft),Speed (knots),Heading (degrees),Position
20:34:00,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",35000,489,291,"('40.6413° N', '-73.7781° W')"
20:34:30,UAE201,Pilot Acknowledgment,"Descending to 15000 feet, UAE201.",15000,408,214,"('40.6413° N', '-73.7781° W')"
20:35:00,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,5000,467,251,"('34.0837° N', '74.7973° E')"
20:35:30,UAE201,Pilot Acknowledgment,"Turning left heading 217, UAE201.",20000,450,217,"('40.6413° N', '-73.7781° W')"
20:36:00,UAE201,ATC Instruction,Request speed reduction due to traffic ahead.,35000,424,158,"('25.2532° N', '55.3657° E')"
20:36:30,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,35000,415,192,"('34.0837° N', '74.7973° E')"
20:37:00,UAE201,Pilot Acknowledgment,"Maintaining present speed, UAE201.",10000,401,156,"('26.0765° N', '56.2406° E')"
20:37:30,UAE201,ATC Instruction,Reduce speed to 250 knots.,25000,408,231,"('28.7041° N', '77.1025° E')"
20:38:00,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",5000,494,116,"('28.7041° N', '77.1025° E')"
20:38:30,UAE201,Pilot Acknowledgment,"Climbing to FL50, UAE201.",5000,468,198,"('40.6413° N', '-73.7781° W')"
20:39:00,UAE201,Pilot Report,"Passing FL150, climbing to FL350.",15000,495,11,"('40.6413° N', '-73.7781° W')"
20:39:30,UAE201,ATC Instruction,Maintain present speed.,10000,450,102,"('40.6413° N', '-73.7781° W')"
20:40:00,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,5000,449,262,"('26.0765° N', '56.2406° E')"
20:40:30,UAE201,ATC Instruction,Reduce speed to 250 knots.,25000,409,275,"('40.6413° N', '-73.7781° W')"
20:41:00,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",5000,489,38,"('26.0765° N', '56.2406° E')"
20:41:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",35000,428,170,"('25.2532° N', '55.3657° E')"
20:42:00,UAE201,Pilot Report,Experiencing moderate turbulence at FL50.,5000,452,330,"('25.2532° N', '55.3657° E')"
20:42:30,UAE201,Pilot Acknowledgment,"Switching to 124.7, UAE201.",15000,448,212,"('40.6413° N', '-73.7781° W')"
20:43:00,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",15000,425,91,"('40.6413° N', '-73.7781° W')"
20:43:30,UAE201,Pilot Acknowledgment,"Switching to ground control on 121.9, UAE201.",30000,418,264,"('25.2532° N', '55.3657° E')"
20:44:00,UAE201,ATC Instruction,Request speed reduction due to traffic ahead.,15000,484,239,"('40.6413° N', '-73.7781° W')"
20:44:30,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",35000,462,329,"('28.7041° N', '77.1025° E')"
20:45:00,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,35000,407,154,"('28.7041° N', '77.1025° E')"
20:45:30,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",10000,475,208,"('25.2532° N', '55.3657° E')"
20:46:00,UAE201,ATC Instruction,Reduce speed to 250 knots.,5000,453,337,"('26.0765° N', '56.2406° E')"
20:46:30,UAE201,Pilot Acknowledgment,"Holding at BRAVO, UAE201.",15000,452,92,"('34.0837° N', '74.7973° E')"
20:47:00,UAE201,Pilot Report,Requesting vectors for weather avoidance.,20000,465,358,"('26.0765° N', '56.2406° E')"
20:47:30,UAE201,ATC Instruction,Climb and maintain 5000 feet.,5000,452,306,"('40.6413° N', '-73.7781° W')"
20:48:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",5000,435,320,"('25.2532° N', '55.3657° E')"
20:48:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",25000,431,227,"('28.7041° N', '77.1025° E')"
20:49:00,UAE201,Pilot Report,Requesting vectors for weather avoidance.,20000,473,41,"('26.0765° N', '56.2406° E')"
20:49:30,UAE201,ATC Instruction,Descend to 35000 feet and prepare for approach.,35000,486,91,"('26.0765° N', '56.2406° E')"
20:50:00,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,15000,411,184,"('25.2532° N', '55.3657° E')"
20:50:30,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,30000,434,25,"('34.0837° N', '74.7973° E')"
20:51:00,UAE201,Pilot Report,Experiencing moderate turbulence at FL100.,10000,499,9,"('28.7041° N', '77.1025° E')"
20:51:30,UAE201,Pilot Acknowledgment,"Descending to 10000 feet, UAE201.",10000,467,50,"('26.0765° N', '56.2406° E')"
20:52:00,UAE201,Pilot Acknowledgment,"Descending to 10000 feet, UAE201.",10000,422,334,"('25.2532° N', '55.3657° E')"
20:52:30,UAE201,ATC Instruction,Cross runway 09L and continue taxi to terminal.,30000,468,2,"('28.7041° N', '77.1025° E')"
20:53:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",10000,461,205,"('34.0837° N', '74.7973° E')"
20:53:30,UAE201,Pilot Acknowledgment,"Maintaining present speed, UAE201.",20000,498,225,"('28.7041° N', '77.1025° E')"
20:54:00,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,15000,465,189,"('40.6413° N', '-73.7781° W')"
20:54:30,UAE201,Pilot Acknowledgment,"Descending to 5000 feet, expect ILS runway 27, UAE201.",5000,453,315,"('34.0837° N', '74.7973° E')"
20:55:00,UAE201,ATC Instruction,Climb and maintain 10000 feet.,10000,435,108,"('28.7041° N', '77.1025° E')"
20:55:30,UAE201,ATC Instruction,Hold short of runway 12R.,30000,422,204,"('34.0837° N', '74.7973° E')"
20:56:00,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,10000,403,176,"('28.7041° N', '77.1025° E')"
20:56:30,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,25000,464,201,"('28.7041° N', '77.1025° E')"
20:57:00,UAE201,Pilot Acknowledgment,"Descending to 30000 feet, expect ILS runway 27, UAE201.",30000,418,74,"('25.2532° N', '55.3657° E')"
20:57:30,UAE201,ATC Instruction,Proceed to final approach and maintain 25000 feet.,25000,401,251,"('34.0837° N', '74.7973° E')"
20:58:00,UAE201,Pilot Report,"Established on localizer, runway in sight.",5000,413,13,"('25.2532° N', '55.3657° E')"
20:58:30,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,30000,436,209,"('28.7041° N', '77.1025° E')"
20:59:00,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",20000,483,76,"('25.2532° N', '55.3657° E')"
20:59:30,UAE201,Pilot Acknowledgment,"Climb and maintain 30000 feet, UAE201.",30000,408,332,"('26.0765° N', '56.2406° E')"
21:00:00,UAE201,Pilot Acknowledgment,"Descending to 30000 feet, expect ILS runway 27, UAE201.",30000,476,182,"('34.0837° N', '74.7973° E')"
21:00:30,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",10000,402,191,"('40.6413° N', '-73.7781° W')"
21:01:00,UAE201,Pilot Acknowledgment,"Turning left heading 333, UAE201.",30000,484,333,"('28.7041° N', '77.1025° E')"
21:01:30,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,15000,445,355,"('28.7041° N', '77.1025° E')"
21:02:00,UAE201,Pilot Acknowledgment,"Turning left heading 319, UAE201.",20000,471,319,"('28.7041° N', '77.1025° E')"
21:02:30,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",20000,434,58,"('34.0837° N', '74.7973° E')"
21:03:00,UAE201,Pilot Acknowledgment,"Proceeding to final approach, maintaining 20000 feet, UAE201.",20000,422,179,"('34.0837° N', '74.7973° E')"
21:03:30,UAE201,Pilot Acknowledgment,"Descending to 5000 feet, expect ILS runway 27, UAE201.",5000,499,1,"('28.7041° N', '77.1025° E')"
21:04:00,UAE201,ATC Instruction,Maintain present speed.,25000,436,351,"('40.6413° N', '-73.7781° W')"
21:04:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",30000,484,344,"('40.6413° N', '-73.7781° W')"
21:05:00,UAE201,Pilot Acknowledgment,"Proceeding to final approach, maintaining 15000 feet, UAE201.",15000,478,113,"('28.7041° N', '77.1025° E')"
21:05:30,UAE201,Pilot Report,"Passing FL150, climbing to FL350.",15000,407,115,"('34.0837° N', '74.7973° E')"
21:06:00,UAE201,Pilot Acknowledgment,"Proceeding direct to ALPHA, UAE201.",30000,462,80,"('26.0765° N', '56.2406° E')"
21:06:30,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",25000,442,145,"('25.2532° N', '55.3657° E')"
21:07:00,UAE201,ATC Instruction,Hold short of runway 12R.,15000,409,64,"('25.2532° N', '55.3657° E')"
21:07:30,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",15000,419,300,"('28.7041° N', '77.1025° E')"
21:08:00,UAE201,ATC Instruction,Expect holding at waypoint BRAVO.,20000,497,6,"('25.2532° N', '55.3657° E')"
21:08:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL50.,5000,486,260,"('26.0765° N', '56.2406° E')"
21:09:00,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,15000,430,209,"('40.6413° N', '-73.7781° W')"
21:09:30,UAE201,ATC Instruction,"Descend and maintain 10000 feet, expect ILS approach runway 27.",10000,473,259,"('40.6413° N', '-73.7781° W')"
21:10:00,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,30000,431,322,"('34.0837° N', '74.7973° E')"
21:10:30,UAE201,Pilot Acknowledgment,"Switching to 124.7, UAE201.",5000,416,265,"('26.0765° N', '56.2406° E')"
21:11:00,UAE201,Pilot Report,"Established on localizer, runway in sight.",30000,403,71,"('25.2532° N', '55.3657° E')"
21:11:30,UAE201,ATC Instruction,Descend to 10000 feet and prepare for approach.,10000,426,120,"('40.6413° N', '-73.7781° W')"
21:12:00,UAE201,Pilot Acknowledgment,"Taxiing to gate via taxiway Bravo, UAE201.",25000,409,264,"('28.7041° N', '77.1025° E')"
21:12:30,UAE201,Pilot Acknowledgment,"Maintaining present speed, UAE201.",10000,493,206,"('40.6413° N', '-73.7781° W')"
21:13:00,UAE201,ATC Instruction,Hold short of runway 12R.,35000,457,160,"('34.0837° N', '74.7973° E')"
21:13:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",25000,443,100,"('25.2532° N', '55.3657° E')"
21:14:00,UAE201,ATC Instruction,"Turn left heading 117, vectors for traffic.",10000,454,117,"('34.0837° N', '74.7973° E')"
21:14:30,UAE201,Pilot Report,"Passing FL100, climbing to FL350.",10000,471,103,"('25.2532° N', '55.3657° E')"
21:15:00,UAE201,Pilot Report,Experiencing moderate turbulence at FL350.,35000,473,43,"('40.6413° N', '-73.7781° W')"
21:15:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL200.,20000,465,88,"('28.7041° N', '77.1025° E')"
21:16:00,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",15000,449,190,"('25.2532° N', '55.3657° E')"
21:16:30,UAE201,Pilot Acknowledgment,"Turning left heading 315, UAE201.",15000,479,315,"('40.6413° N', '-73.7781° W')"
21:17:00,UAE201,Pilot Acknowledgment,"Holding short of runway 12R, UAE201.",15000,454,266,"('34.0837° N', '74.7973° E')"
21:17:30,UAE201,Pilot Acknowledgment,"Holding at BRAVO, UAE201.",25000,426,226,"('40.6413° N', '-73.7781° W')"
21:18:00,UAE201,Pilot Acknowledgment,"Turning left heading 313, UAE201.",25000,472,313,"('26.0765° N', '56.2406° E')"
21:18:30,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,10000,443,356,"('40.6413° N', '-73.7781° W')"
21:19:00,UAE201,Pilot Acknowledgment,"Descending to 30000 feet, UAE201.",30000,459,144,"('40.6413° N', '-73.7781° W')"
21:19:30,UAE201,Pilot Acknowledgment,"Switching to 124.7, UAE201.",5000,476,207,"('25.2532° N', '55.3657° E')"
21:20:00,UAE201,ATC Instruction,"Descend and maintain 35000 feet, expect ILS approach runway 27.",35000,404,227,"('40.6413° N', '-73.7781° W')"
21:20:30,UAE201,ATC Instruction,Descend to 35000 feet and prepare for approach.,35000,467,93,"('26.0765° N', '56.2406° E')"
21:21:00,UAE201,Pilot Acknowledgment,"Climbing to FL200, UAE201.",20000,444,73,"('26.0765° N', '56.2406° E')"
21:21:30,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",10000,412,158,"('40.6413° N', '-73.7781° W')"
21:22:00,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",10000,411,208,"('28.7041° N', '77.1025° E')"
21:22:30,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",20000,434,153,"('40.6413° N', '-73.7781° W')"
21:23:00,UAE201,ATC Instruction,Climb to FL100 and maintain.,10000,421,91,"('26.0765° N', '56.2406° E')"
21:23:30,UAE201,ATC Instruction,"Descend and maintain 35000 feet, expect ILS approach runway 27.",35000,481,42,"('25.2532° N', '55.3657° E')"
21:24:00,UAE201,ATC Instruction,Switch to ground control on 121.9.,30000,479,71,"('26.0765° N', '56.2406° E')"
21:24:30,UAE201,Pilot Acknowledgment,"Reducing speed to 250 knots, UAE201.",35000,490,111,"('28.7041° N', '77.1025° E')"
21:25:00,UAE201,Pilot Acknowledgment,"Climbing to FL300, UAE201.",30000,417,192,"('25.2532° N', '55.3657° E')"
21:25:30,UAE201,ATC Instruction,"Descend and maintain 20000 feet, expect ILS approach runway 27.",20000,488,22,"('26.0765° N', '56.2406° E')"
21:26:00,UAE201,Pilot Acknowledgment,"Maintaining present speed, UAE201.",5000,440,11,"('26.0765° N', '56.2406° E')"
21:26:30,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",15000,435,304,"('40.6413° N', '-73.7781° W')"
21:27:00,UAE201,ATC Instruction,Contact departure on 124.7.,20000,460,25,"('26.0765° N', '56.2406° E')"
21:27:30,UAE201,Pilot Report,"Passing FL300, climbing to FL350.",30000,423,117,"('28.7041° N', '77.1025° E')"
21:28:00,UAE201,Pilot Report,"Passing FL200, climbing to FL350.",20000,474,113,"('40.6413° N', '-73.7781° W')"
21:28:30,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,5000,498,308,"('28.7041° N', '77.1025° E')"
21:29:00,UAE201,ATC Instruction,Hold short of runway 12R.,10000,466,271,"('28.7041° N', '77.1025° E')"
21:29:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",25000,440,120,"('25.2532° N', '55.3657° E')"
21:30:00,UAE201,Pilot Report,"Established on localizer, runway in sight.",5000,475,276,"('26.0765° N', '56.2406° E')"
21:30:30,UAE201,Pilot Acknowledgment,"Switching to 124.7, UAE201.",20000,413,359,"('34.0837° N', '74.7973° E')"
21:31:00,UAE201,ATC Instruction,Cleared for takeoff runway 09L.,5000,429,189,"('28.7041° N', '77.1025° E')"
21:31:30,UAE201,Pilot Acknowledgment,"Taxiing to gate via taxiway Bravo, UAE201.",30000,488,303,"('34.0837° N', '74.7973° E')"
21:32:00,UAE201,Pilot Acknowledgment,"Descending to 15000 feet, UAE201.",15000,471,213,"('25.2532° N', '55.3657° E')"
21:32:30,UAE201,Pilot Report,"Passing FL300, climbing to FL350.",30000,464,124,"('26.0765° N', '56.2406° E')"
21:33:00,UAE201,Pilot Acknowledgment,"Turning left heading 241, UAE201.",15000,471,241,"('28.7041° N', '77.1025° E')"
21:33:30,UAE201,Pilot Acknowledgment,"Descending to 35000 feet, expect ILS runway 27, UAE201.",35000,500,161,"('28.7041° N', '77.1025° E')"
21:34:00,UAE201,Pilot Report,"Established on localizer, runway in sight.",25000,491,1,"('34.0837° N', '74.7973° E')"
21:34:30,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",25000,413,172,"('34.0837° N', '74.7973° E')"
21:35:00,UAE201,ATC Instruction,Descend to 10000 feet and prepare for approach.,10000,412,357,"('40.6413° N', '-73.7781° W')"
21:35:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,20000,457,321,"('34.0837° N', '74.7973° E')"
21:36:00,UAE201,ATC Instruction,Expect holding at waypoint BRAVO.,35000,477,206,"('26.0765° N', '56.2406° E')"
21:36:30,UAE201,ATC Instruction,Expect vectors for ILS approach to runway 13R.,35000,403,147,"('25.2532° N', '55.3657° E')"
21:37:00,UAE201,Pilot Report,Requesting vectors for weather avoidance.,35000,493,180,"('40.6413° N', '-73.7781° W')"
21:37:30,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",10000,456,8,"('34.0837° N', '74.7973° E')"
21:38:00,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",25000,414,57,"('25.2532° N', '55.3657° E')"
21:38:30,UAE201,Pilot Report,"Established on localizer, runway in sight.",25000,500,119,"('26.0765° N', '56.2406° E')"
21:39:00,UAE201,ATC Instruction,Proceed direct to waypoint ALPHA.,20000,489,114,"('25.2532° N', '55.3657° E')"
21:39:30,UAE201,Pilot Acknowledgment,"Taxiing to gate via taxiway Bravo, UAE201.",25000,419,262,"('40.6413° N', '-73.7781° W')"
21:40:00,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,35000,418,84,"('26.0765° N', '56.2406° E')"
21:40:30,UAE201,Pilot Acknowledgment,"Crossing runway 09L, continuing to terminal, UAE201.",25000,435,354,"('34.0837° N', '74.7973° E')"
21:41:00,UAE201,Pilot Acknowledgment,"Holding at BRAVO, UAE201.",20000,401,76,"('25.2532° N', '55.3657° E')"
21:41:30,UAE201,ATC Instruction,Contact center on 126.1 for further instructions.,35000,458,20,"('28.7041° N', '77.1025° E')"
21:42:00,UAE201,Pilot Report,Experiencing moderate turbulence at FL350.,35000,497,289,"('26.0765° N', '56.2406° E')"
21:42:30,UAE201,Pilot Acknowledgment,"Turning left heading 85, UAE201.",25000,460,85,"('28.7041° N', '77.1025° E')"
21:43:00,UAE201,ATC Instruction,Climb to FL150 and maintain.,15000,473,26,"('26.0765° N', '56.2406° E')"
21:43:30,UAE201,Pilot Report,"Holding short of runway 22R, ready for departure.",20000,442,213,"('28.7041° N', '77.1025° E')"
21:44:00,UAE201,Pilot Report,Experiencing moderate turbulence at FL200.,20000,449,194,"('26.0765° N', '56.2406° E')"
21:44:30,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",15000,447,143,"('28.7041° N', '77.1025° E')"
21:45:00,UAE201,Pilot Acknowledgment,"Turning left heading 53, UAE201.",5000,497,53,"('26.0765° N', '56.2406° E')"
21:45:30,UAE201,Pilot Report,Engine 2 showing abnormal vibrations.,25000,423,81,"('34.0837° N', '74.7973° E')"
21:46:00,UAE201,Pilot Acknowledgment,"Descending to 10000 feet, UAE201.",10000,493,336,"('28.7041° N', '77.1025° E')"
21:46:30,UAE201,Pilot Report,"Passing FL350, climbing to FL350.",35000,447,254,"('26.0765° N', '56.2406° E')"
21:47:00,UAE201,Pilot Acknowledgment,"Taxiing to gate via taxiway Bravo, UAE201.",30000,413,89,"('26.0765° N', '56.2406° E')"
21:47:30,UAE201,ATC Instruction,Request speed reduction due to traffic ahead.,20000,483,298,"('26.0765° N', '56.2406° E')"
21:48:00,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",20000,470,43,"('28.7041° N', '77.1025° E')"
21:48:30,UAE201,Pilot Report,Requesting vectors for weather avoidance.,20000,498,287,"('34.0837° N', '74.7973° E')"
21:49:00,UAE201,Pilot Acknowledgment,"Holding at BRAVO, UAE201.",20000,483,340,"('34.0837° N', '74.7973° E')"
21:49:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL150.,15000,432,223,"('26.0765° N', '56.2406° E')"
21:50:00,UAE201,Pilot Acknowledgment,"Maintaining present speed, UAE201.",15000,431,223,"('34.0837° N', '74.7973° E')"
21:50:30,UAE201,Pilot Report,"Cleared turbulence, resuming normal speed.",35000,498,81,"('25.2532° N', '55.3657° E')"
21:51:00,UAE201,Pilot Acknowledgment,"Switching to ground control on 121.9, UAE201.",10000,405,255,"('26.0765° N', '56.2406° E')"
21:51:30,UAE201,Pilot Report,Experiencing moderate turbulence at FL350.,35000,421,250,"('26.0765° N', '56.2406° E')"
21:52:00,UAE201,Pilot Acknowledgment,"Proceeding direct to ALPHA, UAE201.",15000,486,288,"('25.2532° N', '55.3657° E')"
21:52:30,UAE201,Pilot Acknowledgment,"Proceeding direct to ALPHA, UAE201.",10000,443,311,"('26.0765° N', '56.2406° E')"
21:53:00,UAE201,Pilot Report,"Runway vacated, taxiing to gate.",30000,433,229,"('26.0765° N', '56.2406° E')"
